"Longitude","Latitude","Elevation","Weekday","Month","Time","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_FOREST","Land.Use_INDUSTRIAL","Land.Use_MILITARY RESERVATION","Land.Use_RESIDENTIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN","Location.Setting_URBAN AND CENTER CITY","max_PM2.5","max_NO2","max_O3","max_PM10","max_CO","max_SO2"
-93.207615,45.13768,277,1,2,39,0,1,0,0,0,0,0,1,0,5.6,25.8,0.033,11,0.3,0.9
-96.85535,46.933754,271,5,9,267,1,0,0,0,0,0,0,1,0,13,15,0.048,19,0.2,0.2
-95.257593,29.733726,13,6,4,821,0,0,0,1,0,0,0,0,1,7.65,9.9,0.046,26,0.2,0
-78.574167,35.856111,103,1,6,179,0,0,0,0,0,1,0,1,0,8.5,14,0.057,14.5,0.4,0.6
-72.902871,41.3014,2,1,9,613,0,1,0,0,0,0,0,0,1,5.1,5.9,0.031,13,0.2,0.2
-72.902871,41.3014,2,5,9,1345,0,1,0,0,0,0,0,0,1,7.4,15.4,0.011,16,0.3,0.1
-117.41601,33.99958,255,1,12,1439,0,0,0,0,0,1,0,1,0,12.8,39.8,0.004,34,0.9,1
-84.2905,33.6878,239,2,3,453,0,0,0,0,0,1,0,1,0,5.7,42.2,0.048,11,0.4,0.5
-72.902871,41.3014,2,5,3,1184,0,1,0,0,0,0,0,0,1,6.95,37.6,0.036,10,0.3,0.2
-77.013178,38.921847,56,4,1,21,0,1,0,0,0,0,0,0,1,15.3,30.7,0.022,17,0.5,1.8
-86.114444,39.810833,233,6,9,261,0,0,0,0,0,1,0,1,0,6.45,7.8,0.034,10.5,0.3,2
-76.878333,39.055277,50,7,6,899,0,0,0,0,0,1,0,1,0,8.05,3,0.041,12,0.1,0.1
-119.807717,39.525083,1380,2,4,838,0,0,0,0,0,1,0,0,1,2.2,14,0.053,5,0.2,0.3
-76.699444,39.965278,131,6,12,352,0,0,0,0,0,1,0,1,0,5.95,26,0.028,9,0,4
-78.574167,35.856111,103,7,4,1193,0,0,0,0,0,1,0,1,0,5.1,10.5,0.049,9,0.2,0.9
-90.198348,38.656429,155,6,4,821,0,0,0,0,0,1,0,0,1,4.15,26.4,0.046,6.5,0.3,1.3
-84.50404,39.12886,249,6,2,1493,0,1,0,0,0,0,0,0,1,13.3,33.65,0.018,18,0.4,1.9
-90.587611,41.530011,222,3,11,1049,0,0,0,0,0,1,0,0,1,7.75,15.3,0.024,10.5,0.2,0.8
-104.778334,41.182227,1842,1,10,298,0,0,0,0,0,1,0,1,0,2.2,21,0.039,6,0.1,2.5
-112.095767,33.503833,343,5,3,64,0,0,0,0,0,1,0,0,1,5.5,42,0.048,19,1,3.5
-72.902871,41.3014,2,4,5,1610,0,1,0,0,0,0,0,0,1,5.3,15.2,0.035,8,0.2,0.2
-119.77321,36.78538,100,4,12,1449,0,1,0,0,0,0,0,0,1,23.7333333333333,26.3,0.016,31,0.9,0.2
-112.095767,33.503833,343,7,5,1228,0,0,0,0,0,1,0,0,1,7.5,19.5,0.054,20,0.3,0.1
-115.48307,32.67618,2.29519867897034,7,7,577,0,0,0,0,0,1,0,1,0,9.1,7.8,0.04,33,0.2,0.5
-112.095767,33.503833,343,1,10,277,0,0,0,0,0,1,0,0,1,8.5,13,0.038,20,0.3,0.4
-112.095767,33.503833,343,6,9,1717,0,0,0,0,0,1,0,0,1,3.4,26.8,0.051,27,0.4,1.2
-80.038611,42.14175,192,4,11,329,0,1,0,0,0,0,0,1,0,7.4,5,0.042,10,0.1,1
-95.257593,29.733726,13,4,2,770,0,0,0,1,0,0,0,0,1,14.7,23.3,0.046,26,0.3,4.1
-96.700769,43.54792,449,5,5,1604,0,1,0,0,0,0,0,0,1,0.3,4,0.05,4,0.2,0.3
-74.192892,40.720989,29,1,2,788,0,0,0,0,0,1,0,0,1,8.7,41,0.032,13,0.4,0.4
-93.207615,45.13768,277,7,7,206,0,1,0,0,0,0,0,1,0,2.85,10.5,0.042,7,0.3,0.5
-111.872222,40.736389,1304,4,3,819,0,0,0,0,0,1,0,1,0,3.33333333333333,36,0.04,8,0.4,0.2
-105.00518,39.77949,1602,2,2,1139,0,0,0,0,0,1,0,0,1,14.05,46.4,0.029,34,0.8,2.7
-92.281296,34.756189,84,6,4,464,0,1,0,0,0,0,0,0,1,7.9,33,0.044,25,0.4,0.9
-120.4575,34.63782,34,6,6,1248,0,1,0,0,0,0,0,0,1,10,6,0.029,29,0.1,1
-85.65452,38.22876,163,6,6,1619,0,0,0,0,0,1,0,1,0,6.65,4.8,0.037,13,0.1,0.3
-96.85535,46.933754,271,7,4,94,1,0,0,0,0,0,0,1,0,6.3,1.9,0.038,8,0.2,0.1
-94.635605,39.117219,273,7,4,479,0,0,0,0,0,1,0,0,1,9,9,0.054,18.6666666666667,0.2,1.1
-119.807717,39.525083,1380,3,9,986,0,0,0,0,0,1,0,0,1,4.05,20,0.052,11.5,0.1,0.4
-86.114444,39.810833,233,7,8,605,0,0,0,0,0,1,0,1,0,9.4,11.6,0.046,20.5,0.4,0.3
-90.198348,38.656429,155,1,12,1082,0,0,0,0,0,1,0,0,1,8.85,31.6,0.0225,16,0.3,2.7
-84.50404,39.12886,249,6,11,317,0,1,0,0,0,0,0,0,1,4.8,20,0.027,11.3333333333333,0.4,5
-106.5852,35.1343,1591,6,3,450,0,0,0,0,0,1,0,0,1,4.5,38.4,0.051,22,0.4,1.5
-80.785683,35.2401,234,1,8,1698,0,0,0,0,0,1,0,0,1,4.8,9.1,0.029,13,0.2,1.5
-91.179219,30.461981,19,2,5,1230,0,1,0,0,0,0,0,0,1,18.45,34.8,0.044,41,0.2,1.4
-81.678449,41.492117,181,3,10,1007,0,1,0,0,0,0,0,0,1,10.85,40,0.035,59,0.4,65.95
-112.095767,33.503833,343,3,2,762,0,0,0,0,0,1,0,0,1,6.2,40.4,0.033,32,1.3,3.3
-117.49201,34.10002,371,2,4,467,0,0,0,1,0,0,0,1,0,8,23.8,0.046,28,0.4,0.7
-120.4575,34.63782,34,4,3,1540,0,1,0,0,0,0,0,0,1,1.7,7,0.023,8,0.3,1
-72.902871,41.3014,2,1,5,1229,0,1,0,0,0,0,0,0,1,6.95,24.2,0.037,12,0.3,0.2
-77.013178,38.921847,56,2,3,1538,0,1,0,0,0,0,0,0,1,6.15,42.3,0.05,19,0.3,3.2
-104.778334,41.182227,1842,7,3,1550,0,0,0,0,0,1,0,1,0,5.3,14.8,0.049,11,0.3,1.2
-115.078742,36.141875,543,6,5,1598,0,0,0,0,0,1,0,0,1,3.5,27.6,0.054,17,0.2,0.4
-80.038611,42.14175,192,6,7,548,0,1,0,0,0,0,0,1,0,10.7,10,0.03,7,0.1,1
-81.3625,28.596389,27,6,1,751,0,1,0,0,0,0,0,0,1,12.1,9.4,0.035,17,0.8,0.9
-77.013178,38.921847,56,3,6,1616,0,1,0,0,0,0,0,0,1,15.05,17.7,0.051,25,0.3,2.1
-90.198348,38.656429,155,1,5,1586,0,0,0,0,0,1,0,0,1,8.325,27.4,0.049,15.6666666666667,0.3,2.1
-112.095767,33.503833,343,5,3,792,0,0,0,0,0,1,0,0,1,0.5,38.4,0.041,27,0.8,4.8
-72.902871,41.3014,2,4,1,0,0,1,0,0,0,0,0,0,1,8.8,25.5,0.03,14,0.2,2.3
-90.587611,41.530011,222,6,6,1262,0,0,0,0,0,1,0,0,1,12.9,4.8,0.044,22,0.3,0.7
-106.5852,35.1343,1591,2,8,1314,0,0,0,0,0,1,0,0,1,4.95,22.8,0.058,19,0.2,0.8
-93.207615,45.13768,277,6,6,1626,0,1,0,0,0,0,0,1,0,4.2,8.2,0.036,13,0.3,1.3
-96.700769,43.54792,449,5,4,1576,0,1,0,0,0,0,0,0,1,1.8,11.8,0.052,18,0.2,0.6
-94.635605,39.117219,273,5,10,659,0,0,0,0,0,1,0,0,1,8.85,33.3,0.027,30,0.4,2.6
-78.915,40.309722,357,7,3,437,0,1,0,0,0,0,0,0,1,12.3,17,0.042,17,0.3,1
-84.50404,39.12886,249,3,2,419,0,1,0,0,0,0,0,0,1,2.9,14,0.031,7.66666666666667,0.3,0.1
-72.902871,41.3014,2,5,8,1331,0,1,0,0,0,0,0,0,1,11.225,26.5,0.046,20,0.4,0.7
-111.872222,40.736389,1304,6,10,1381,0,0,0,0,0,1,0,1,0,5.06666666666667,27,0.042,15,0.3,0
-72.902871,41.3014,2,1,10,1012,0,1,0,0,0,0,0,0,1,6.9,16.2,0.023,16,0.2,0.2
-96.700769,43.54792,449,3,8,608,0,1,0,0,0,0,0,0,1,5.9,13.1,0.041,22,0.2,1
-100.76821,46.825425,566,7,11,1039,0,0,0,0,0,1,0,1,0,9.6,22.2,0.025,15,0.2,3.7
-90.182722,32.329111,118,5,7,1660,0,1,0,0,0,0,0,0,1,7.4,10.4,0.02,21,0.1,0.9
-119.807717,39.525083,1380,5,10,1030,0,0,0,0,0,1,0,0,1,6.6,37.3,0.031,22,0.3,1.2
-112.095767,33.503833,343,7,5,1599,0,0,0,0,0,1,0,0,1,4.7,8.6,0.05,20,0.3,0.7
-86.114444,39.810833,233,6,2,1500,0,0,0,0,0,1,0,1,0,6.8,15.6,0.033,10,0.2,0.2
-122.308628,47.568236,92,7,2,1151,0,0,0,0,0,1,0,0,1,2.35,12,0.038,5,0.2,1.2
-119.807717,39.525083,1380,7,12,710,0,0,0,0,0,1,0,0,1,4.9,45.1,0.037,12.5,0.4,1
-119.807717,39.525083,1380,1,2,403,0,0,0,0,0,1,0,0,1,9.2,34.2,0.017,31,0.8,2
-78.915,40.309722,357,1,10,648,0,1,0,0,0,0,0,0,1,4.4,11,0.032,7,0,0
-119.807717,39.525083,1380,1,4,473,0,0,0,0,0,1,0,0,1,5.8,19.8,0.059,15,0.3,0.3
-84.50404,39.12886,249,4,2,1519,0,1,0,0,0,0,0,0,1,17,14.9,0.03,22,0.2,1
-112.095767,33.503833,343,1,9,634,0,0,0,0,0,1,0,0,1,6.6,21.7,0.04,36,0.6,1.9
-100.76821,46.825425,566,5,5,1590,0,0,0,0,0,1,0,1,0,4.35,7.7,0.037,21,0.2,0.2
-90.198348,38.656429,155,6,6,1255,0,0,0,0,0,1,0,0,1,10.5666666666667,18,0.0415,21.5,0.3,9.5
-100.76821,46.825425,566,7,5,1599,0,0,0,0,0,1,0,1,0,1.65,6.2,0.025,6,0.1,0.1
-119.77321,36.78538,100,2,11,1405,0,1,0,0,0,0,0,0,1,14.6333333333333,48.9,0.04,68,1.1,1
-96.85535,46.933754,271,2,9,243,1,0,0,0,0,0,0,1,0,14.5,18.8,0.044,53,0.3,0.3
-84.50404,39.12886,249,1,9,1705,0,1,0,0,0,0,0,0,1,10.9,22.9,0.043,12,0.5,0.4
-90.198348,38.656429,155,5,6,1639,0,0,0,0,0,1,0,0,1,8.6,20.5,0.052,22,0.3,1.1
-74.192892,40.720989,29,4,10,644,0,0,0,0,0,1,0,0,1,10.15,47,0.024,28,0.6,1.4
-76.878333,39.055277,50,5,3,806,0,0,0,0,0,1,0,1,0,7.65,40.7,0.048,10,0.3,1.7
-74.192892,40.720989,29,2,3,89,0,0,0,0,0,1,0,0,1,2.3,29,0.033,6,0.4,0.2
-119.77321,36.78538,100,2,1,740,0,1,0,0,0,0,0,0,1,3.3,21.9,0.031,6.5,0.3,0.8
-78.915,40.309722,357,6,10,303,0,1,0,0,0,0,0,0,1,12.1,11,0.028,13,0.1,2
-105.00518,39.77949,1602,2,6,887,0,0,0,0,0,1,0,0,1,5.95,27.6,0.058,18.5,0.4,10.8
-77.013178,38.921847,56,1,9,1362,0,1,0,0,0,0,0,0,1,1.9,7.4,0.029,8,0.2,1.1
-76.387017,37.103733,6,2,6,887,0,0,0,0,1,0,0,1,0,7.1,7.6,0.051,15,0.2,0.7
-86.114444,39.810833,233,1,7,914,0,0,0,0,0,1,0,1,0,17.3,25.4,0.058,30.5,0.5,0.7
-77.013178,38.921847,56,6,3,1521,0,1,0,0,0,0,0,0,1,11.5,18.6,0.032,15,0.3,1.6
-106.5852,35.1343,1591,5,6,526,0,0,0,0,0,1,0,0,1,5.3,14.9,0.049,15,0.2,1.5
-111.872222,40.736389,1304,7,2,1130,0,0,0,0,0,1,0,1,0,9.83333333333333,38,0.02,61,0.7,1.4
-74.192892,40.720989,29,5,12,701,0,0,0,0,0,1,0,0,1,4.35,16,0.016,6,0.3,0.7
-90.587611,41.530011,222,5,12,1436,0,0,0,0,0,1,0,0,1,7.6,27.2,0.028,17,0.3,0.4
-119.77321,36.78538,100,4,5,490,0,1,0,0,0,0,0,0,1,6.03333333333333,6.4,0.043,18.5,0.2,0.3
-93.643118,41.603159,280,4,10,287,0,1,0,0,0,0,0,0,1,6.7,10.8,0.039,38.5,0.3,0.3
-86.114444,39.810833,233,3,4,846,0,0,0,0,0,1,0,1,0,5.2,16.4,0.051,19,0.2,0.6
-121.894898,37.348497,19,2,6,152,0,1,0,0,0,0,0,0,1,3.7,9.9,0.032,10,0.2,0.2
-115.48307,32.67618,2.29519867897034,3,9,993,0,0,0,0,0,1,0,1,0,7.9,26.8,0.036,48,0.5,1.2
-97.475083,35.614131,355,5,1,1485,0,0,0,0,0,1,0,1,0,8.6,29,0.026,14,0.4,0
-80.785683,35.2401,234,5,6,176,0,0,0,0,0,1,0,0,1,12.9,15.7,0.054,30,0.3,1
-81.3625,28.596389,27,1,4,116,0,1,0,0,0,0,0,0,1,9.9,4,0.045,25,0.4,0
-93.207615,45.13768,277,3,2,412,0,1,0,0,0,0,0,1,0,6.3,20.5,0.033,10,0.3,0.8
-90.198348,38.656429,155,7,4,1564,0,0,0,0,0,1,0,0,1,5.03333333333333,25.9,0.0355,7.5,0.3,1.8
-72.902871,41.3014,2,1,6,1257,0,1,0,0,0,0,0,0,1,4.9,26.6,0.038,14,0.2,0.1
-119.807717,39.525083,1380,3,8,1322,0,0,0,0,0,1,0,0,1,11.35,22.7,0.066,24,0.3,0.3
-97.475083,35.614131,355,4,1,14,0,0,0,0,0,1,0,1,0,9.6,33,0.035,21,0.4,1
-120.4575,34.63782,34,4,4,847,0,1,0,0,0,0,0,0,1,9.2,2,0.049,33,0.2,0
-124.17949,40.77678,22,6,1,758,0,0,0,0,0,1,0,1,0,21.2,15,0.016,35,0.8,0.9
-104.778334,41.182227,1842,3,5,1595,0,0,0,0,0,1,0,1,0,3.36666666666667,10,0.053,13,0.2,1.8
-92.281296,34.756189,84,5,6,911,0,1,0,0,0,0,0,0,1,6.7,14.6,0.045,11,0.3,0.7
-95.257593,29.733726,13,3,1,20,0,0,0,1,0,0,0,0,1,14.9,32.6,0.03,25,0.4,0
-91.179219,30.461981,19,5,3,792,0,1,0,0,0,0,0,0,1,7.65,29,0.051,17,0.3,0.3
-104.778334,41.182227,1842,1,2,410,0,0,0,0,0,1,0,1,0,3.15,3.6,0.038,5,0.1,0
-90.587611,41.530011,222,5,2,407,0,0,0,0,0,1,0,0,1,8,9.9,0.039,19,0.2,0.3
-104.778334,41.182227,1842,2,12,1440,0,0,0,0,0,1,0,1,0,0.5,14.4,0.043,6,0.1,0.6
-91.179219,30.461981,19,3,9,1714,0,1,0,0,0,0,0,0,1,9.2,11.6,0.046,20,0.2,0
-86.114444,39.810833,233,6,3,429,0,0,0,0,0,1,0,1,0,20.15,18.7,0.022,23,0.3,1.1
-72.902871,41.3014,2,1,8,1313,0,1,0,0,0,0,0,0,1,16.1666666666667,43.8,0.063,23.6666666666667,0.4,0.2
-96.85535,46.933754,271,3,4,90,1,0,0,0,0,0,0,1,0,6.5,6.4,0.04,23,0.2,0.8
-112.095767,33.503833,343,1,6,522,0,0,0,0,0,1,0,0,1,8.2,29.7,0.067,37,0.8,0.9
-117.32554,34.510961,913,3,10,643,0,0,0,0,0,1,0,1,0,4,26.9,0.054,50,0.4,0.6
-81.678449,41.492117,181,6,2,401,0,1,0,0,0,0,0,0,1,12.3,17,0.028,19,0.3,14.6
-100.76821,46.825425,566,2,4,831,0,0,0,0,0,1,0,1,0,4.4,15.9,0.045,16,0.2,1
-112.095767,33.503833,343,7,7,1305,0,0,0,0,0,1,0,0,1,7.7,6,0.061,39,0.2,0.1
-104.778334,41.182227,1842,5,1,743,0,0,0,0,0,1,0,1,0,6.85,31.7,0.034,10,0.2,0.2
-95.976537,36.204902,201,1,3,431,0,0,0,0,0,1,0,0,1,11.9666666666667,5.8,0.041,23,0.2,1.8
-96.700769,43.54792,449,6,12,1073,0,1,0,0,0,0,0,0,1,2.1,7,0.031,6,0.2,1.8
-77.013178,38.921847,56,7,5,486,0,1,0,0,0,0,0,0,1,3.85,11.2,0.032,6,0.3,0.7
-100.76821,46.825425,566,5,9,1730,0,0,0,0,0,1,0,1,0,3.325,10.1,0.023,10,0.2,1
-119.77321,36.78538,100,3,5,1602,0,1,0,0,0,0,0,0,1,3.23333333333333,6.9,0.035,6.5,0.2,0.2
-96.700769,43.54792,449,5,4,477,0,1,0,0,0,0,0,0,1,7.6,7.5,0.046,16,0.4,0.3
-115.078742,36.141875,543,4,4,1204,0,0,0,0,0,1,0,0,1,5.1,13.5,0.056,28,0.2,1.5
-78.574167,35.856111,103,3,4,461,0,0,0,0,0,1,0,1,0,4.5,22.5,0.046,10,0.2,0.7
-118.22688,34.06659,93,4,3,791,0,0,0,0,0,1,0,0,1,6.45,50.5,0.038,19,1,0.9
-78.915,40.309722,357,7,3,1529,0,1,0,0,0,0,0,0,1,3.8,5,0.038,6,0,1
-116.944222,32.789561,144,6,5,863,0,1,0,0,0,0,0,1,0,10.1,8,0.055,28,0.2,0.2
-119.807717,39.525083,1380,3,2,34,0,0,0,0,0,1,0,0,1,6.2,39.4,0.022,28,1.1,3.8
-94.635605,39.117219,273,1,9,1348,0,0,0,0,0,1,0,0,1,6.9,21.2,0.048,15,0.4,1.5
-104.778334,41.182227,1842,1,2,774,0,0,0,0,0,1,0,1,0,-0.7,7.3,0.049,7,0.1,0.6
-81.3625,28.596389,27,6,5,499,0,1,0,0,0,0,0,0,1,8.1,4,0.053,18,0.4,0
-111.872222,40.736389,1304,4,5,875,0,0,0,0,0,1,0,1,0,3.7,11,0.056,14,0.2,1.1
-104.987625,39.751184,1593,2,5,509,0,1,0,0,0,0,0,0,1,8.26666666666667,37.3,0.047,32.5,0.4,2
-72.902871,41.3014,2,6,9,1346,0,1,0,0,0,0,0,0,1,7.16666666666667,8.7,0.02,13,0.3,0.2
-111.872222,40.736389,1304,2,3,1160,0,0,0,0,0,1,0,1,0,3.96666666666667,42,0.041,15,0.4,0.3
-90.587611,41.530011,222,6,8,947,0,0,0,0,0,1,0,0,1,5.95,10.5,0.034,17,0.2,2.4
-93.207615,45.13768,277,4,4,476,0,1,0,0,0,0,0,1,0,8.1,4.6,0.042,11,0.4,0.9
-124.17949,40.77678,22,4,6,161,0,0,0,0,0,1,0,1,0,8.7,6,0.027,41,0.2,0
-91.179219,30.461981,19,5,4,477,0,1,0,0,0,0,0,0,1,11.5,31.4,0.041,24,0.3,2
-118.22688,34.06659,93,5,8,953,0,0,0,0,0,1,0,0,1,13.3,23.1,0.054,29,0.55,0.7
-77.013178,38.921847,56,6,6,1640,0,1,0,0,0,0,0,0,1,10.1,11.9,0.06,14,0.3,1
-80.785683,35.2401,234,6,3,1535,0,0,0,0,0,1,0,0,1,5,28.9,0.047,7,0.4,0.4
-91.179219,30.461981,19,6,12,716,0,1,0,0,0,0,0,0,1,7.45,6.9,0.018,16,0.3,0.1
-86.114444,39.810833,233,1,8,599,0,0,0,0,0,1,0,1,0,8.1,27.6,0.039,17.5,0.5,0.6
-78.915,40.309722,357,3,1,1126,0,1,0,0,0,0,0,0,1,8.5,29,0.023,12,0.4,4
-96.700769,43.54792,449,4,12,707,0,1,0,0,0,0,0,0,1,4.2,5.7,0.026,19,0.2,1.6
-77.013178,38.921847,56,6,7,548,0,1,0,0,0,0,0,0,1,5.23333333333333,13.6,0.039,10,0.3,0.9
-104.778334,41.182227,1842,1,1,1481,0,0,0,0,0,1,0,1,0,1.35,17.1,0.036,7,0.2,0.9
-78.574167,35.856111,103,2,5,488,0,0,0,0,0,1,0,1,0,5.9,15.2,0.039,10,0.2,0.1
-81.3625,28.596389,27,5,6,540,0,1,0,0,0,0,0,0,1,8.2,7,0.059,14,0.7,0
-96.700769,43.54792,449,5,3,78,0,1,0,0,0,0,0,0,1,8.8,19.5,0.015,31,0.4,0.9
-100.76821,46.825425,566,1,3,809,0,0,0,0,0,1,0,1,0,4.45,27.9,0.039,14,0.3,4.6
-90.182722,32.329111,118,6,1,1115,0,1,0,0,0,0,0,0,1,5.5,16.9,0.037,12,0.4,1
-106.5852,35.1343,1591,2,7,565,0,0,0,0,0,1,0,0,1,5.3,16.6,0.063,19,0.2,1.8
-78.915,40.309722,357,4,12,357,0,1,0,0,0,0,0,0,1,7.5,20,0.022,16,1,2
-72.902871,41.3014,2,5,3,78,0,1,0,0,0,0,0,0,1,6.4,45.4,0.039,12,0.5,1.4
-81.678449,41.492117,181,6,8,1696,0,1,0,0,0,0,0,0,1,4.3,12,0.029,7,0.3,0.65
-76.878333,39.055277,50,5,5,1226,0,0,0,0,0,1,0,1,0,7.95,11.9,0.057,12,0.3,2.1
-77.40027,37.55652,54,7,3,80,0,0,0,0,0,1,0,1,0,9.25,22.3,0.042,12,0.4,1.7
-77.013178,38.921847,56,3,9,979,0,1,0,0,0,0,0,0,1,12.5,14.6,0.026,10,0.4,1.1
-77.013178,38.921847,56,1,3,1173,0,1,0,0,0,0,0,0,1,11.3,44.3,0.042,22,0.6,3.5
-105.00518,39.77949,1602,1,3,1166,0,0,0,0,0,1,0,0,1,9.05,46.1,0.041,37,0.8,3.3
-111.872222,40.736389,1304,5,4,827,0,0,0,0,0,1,0,1,0,4.5,8,0.047,31,0.2,0.3
-95.257593,29.733726,13,3,12,1091,0,0,0,1,0,0,0,0,1,3.95,7.3,0.02,4.5,0.2,0
-119.77321,36.78538,100,1,9,984,0,1,0,0,0,0,0,0,1,17.7,23.8,0.069,84.5,0.3,2.5
-96.85535,46.933754,271,1,3,445,1,0,0,0,0,0,0,1,0,8.7,9.4,0.031,11,0.2,0.5
-118.22688,34.06659,93,1,4,95,0,0,0,0,0,1,0,0,1,5.35,29.6,0.053,17,0.3,0.2
-80.785683,35.2401,234,6,11,1402,0,0,0,0,0,1,0,0,1,5.5,20.4,0.035,11,0.5,0.5
-115.48307,32.67618,2.29519867897034,3,7,930,0,0,0,0,0,1,0,1,0,9.1,16.8,0.033,41,0.2,2.4
-73.82153,40.73614,33,4,5,875,0,1,0,0,0,0,0,0,1,2.5,18.6,0.024,4,0.2,0.1
-115.48307,32.67618,2.29519867897034,4,3,448,0,0,0,0,0,1,0,1,0,10.3,42.1,0.048,51,1,2.9
-115.48307,32.67618,2.29519867897034,1,10,1012,0,0,0,0,0,1,0,1,0,13.5,21.2,0.044,118,0.2,0.5
-96.700769,43.54792,449,2,10,299,0,1,0,0,0,0,0,0,1,9.7,6.8,0.03,27,0.1,0.9
-76.878333,39.055277,50,6,4,821,0,0,0,0,0,1,0,1,0,3.63333333333333,8.3,0.034,3,0.2,0.4
-120.4575,34.63782,34,7,11,1424,0,1,0,0,0,0,0,0,1,4.1,11,0.019,11,0.2,1
-116.944222,32.789561,144,3,8,944,0,1,0,0,0,0,0,1,0,12.9,27,0.041,33,0.4,0.3
-112.095767,33.503833,343,1,11,1425,0,0,0,0,0,1,0,0,1,9.7,40.7,0.035,34,0.9,2.4
-81.3625,28.596389,27,2,2,1132,0,1,0,0,0,0,0,0,1,11.8,14.8,0.05,18,0.7,3.9
-122.602877,45.496641,68,3,8,230,0,0,0,0,0,1,0,1,0,8.8,30,0.048,18,0.3,1.5
-119.807717,39.525083,1380,5,12,1079,0,0,0,0,0,1,0,0,1,21.6,49.1,0.035,53,1.2,4.8
-96.700769,43.54792,449,1,11,1418,0,1,0,0,0,0,0,0,1,4.9,11.7,0.004,12,0.2,2.1
-91.179219,30.461981,19,5,2,1128,0,1,0,0,0,0,0,0,1,3.65,10.8,0.036,16,0.2,0.9
-95.257593,29.733726,13,2,7,551,0,0,0,1,0,0,0,0,1,12.8,13.8,0.02,46.5,0.3,0
-124.17949,40.77678,22,4,1,14,0,0,0,0,0,1,0,1,0,4.4,5.9,0.034,8,0.6,-0.1
-86.114444,39.810833,233,7,5,857,0,0,0,0,0,1,0,1,0,1.8,6.2,0.047,5.5,0.2,0.6
-81.3625,28.596389,27,4,11,1407,0,1,0,0,0,0,0,0,1,4.6,11.3,0.039,6,0.5,0.3
-119.77321,36.78538,100,7,6,542,0,1,0,0,0,0,0,0,1,9.16666666666667,14.5,0.074,26,0.3,2.6
-95.257593,29.733726,13,3,4,1553,0,0,0,1,0,0,0,0,1,12.65,38.5,0.05,61,0.3,0.2
-90.587611,41.530011,222,6,9,632,0,0,0,0,0,1,0,0,1,15.8,6.8,0.035,25,0.3,0.2
-104.778334,41.182227,1842,2,11,1412,0,0,0,0,0,1,0,1,0,1.65,1.8,0.038,5,0.1,0.3
-119.77321,36.78538,100,2,8,971,0,1,0,0,0,0,0,0,1,16.9666666666667,27.6,0.085,77,0.4,3.5
-94.635605,39.117219,273,4,8,959,0,0,0,0,0,1,0,0,1,11.05,36.5,0.044,15,0.3,0.8
-106.5852,35.1343,1591,1,6,1614,0,0,0,0,0,1,0,0,1,5.9,11.4,0.053,20,0.2,0.5
-106.5852,35.1343,1591,6,4,842,0,0,0,0,0,1,0,0,1,4.55,8.6,0.056,13,0.3,0.5
-115.078742,36.141875,543,2,6,1636,0,0,0,0,0,1,0,0,1,5.6,33.4,0.062,28,0.2,0.3
-71.0826,42.3295,20,7,3,59,0,1,0,0,0,0,0,0,1,14.3,53,0.031,19,0.6,3.9
-84.50404,39.12886,249,7,9,1368,0,1,0,0,0,0,0,0,1,13.7,31,0.041,16,0.3,1.7
-84.2905,33.6878,239,7,12,1459,0,0,0,0,0,1,0,1,0,7.95,13.5,0.019,16,0.4,0.1
-120.4575,34.63782,34,1,6,1264,0,1,0,0,0,0,0,0,1,6.6,8,0.025,18,0.2,1
-84.50404,39.12886,249,5,4,841,0,1,0,0,0,0,0,0,1,3.9,8,0.038,15,0.2,1.2
-124.17949,40.77678,22,5,8,596,0,0,0,0,0,1,0,1,0,2.9,5.4,0.02,5,0.2,0.5
-72.902871,41.3014,2,5,11,1044,0,1,0,0,0,0,0,0,1,5.1,21.9,0.039,9,0.2,0.3
-86.114444,39.810833,233,2,8,957,0,0,0,0,0,1,0,1,0,10.7,22.7,0.047,24,0.4,0.4
-84.50404,39.12886,249,3,8,1700,0,1,0,0,0,0,0,0,1,5.45,14.65,0.04,15,0.2,0.3
-117.32554,34.510961,913,5,5,855,0,0,0,0,0,1,0,1,0,12.55,49.7,0.057,32,0.4,0.6
-96.700769,43.54792,449,2,12,355,0,1,0,0,0,0,0,0,1,7.4,6.2,0.021,15,0.2,0.3
-95.257593,29.733726,13,7,3,794,0,0,0,1,0,0,0,0,1,8.6,8.7,0.039,19,0.3,-0.2
-80.785683,35.2401,234,2,2,1496,0,0,0,0,0,1,0,0,1,9.85,28.6,0.035,22,0.5,1
-119.807717,39.525083,1380,7,3,444,0,0,0,0,0,1,0,0,1,5.1,28.3,0.048,13,0.5,1.7
-72.902871,41.3014,2,7,5,486,0,1,0,0,0,0,0,0,1,2.6,7.2,0.042,5,0.2,0.3
-115.078742,36.141875,543,7,4,850,0,0,0,0,0,1,0,0,1,3.9,38.7,0.051,11,0.3,0.9
-96.700769,43.54792,449,1,3,795,0,1,0,0,0,0,0,0,1,5,3.2,0.033,22,0.2,0.4
-112.095767,33.503833,343,7,1,1473,0,0,0,0,0,1,0,0,1,11.4,31.7,0.037,13,0.7,0.8
